Date,Year,SolarDay,Period,State ,Site,Exclosure/Control,Rep,Order,Total Number,Size Class <5mm,Size Class >5mm,BigFrac,Notes,EXCLUDE
7/31/2014,2014,222,3,NH,Chapman,Exclosure,2,Hemiptera,28,28,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,2,Hymenoptera,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,2,Isopoda,1,0,1,1,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,2,Spider,6,6,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,3,Diptera,5,5,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,3,Hemiptera,91,86,5,0.054945055,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,3,Isopoda,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,3,Orthoptera,2,0,2,1,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,3,Spider,11,10,1,0.090909091,,no
8/20/2014,2014,242,4,NH,Chapman,Control,1,Diptera,156,156,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,1,Hemiptera,97,94,3,0.030927835,,no
8/20/2014,2014,242,4,NH,Chapman,Control,1,Hymenoptera,3,3,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,1,Orthoptera,1,0,1,1,,no
8/20/2014,2014,242,4,NH,Chapman,Control,1,Spider,13,12,1,0.076923077,,no
8/20/2014,2014,242,4,NH,Chapman,Control,1,Unknown Larvae,1,0,1,1,,no
8/20/2014,2014,242,4,NH,Chapman,Control,2,Amphipoda,6,6,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,2,Coleoptera,1,1,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,2,Diptera,51,51,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,2,Hemiptera,216,212,4,0.018518519,,no
8/20/2014,2014,242,4,NH,Chapman,Control,2,Hymenoptera,10,10,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,2,Isopoda,2,2,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,2,Orthoptera,3,3,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,2,Spider,58,54,4,0.068965517,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Amphipoda,10,9,1,0.1,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Coleoptera,5,5,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Collembola,2,2,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Diptera,47,47,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Hemiptera,91,89,2,0.021978022,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Hymenoptera,2,2,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Isopoda,1,1,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Orthoptera,17,15,2,0.117647059,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Snail,1,1,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Control,3,Spider,57,55,2,0.035087719,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,Amphipoda,7,6,1,0.142857143,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,coleoptera,2,2,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,Diptera,42,42,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,Hemiptera,107,103,4,0.037383178,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,Hymenoptera,3,3,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,Isopoda,1,1,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,Orthoptera,7,3,4,0.571428571,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,Spider,31,29,2,0.064516129,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,1,unknown,1,1,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,2,Amphipoda,13,12,1,0.076923077,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,2,Diptera,33,33,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,2,Hemiptera,130,128,1,0.007692308,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,2,Hymenoptera,4,4,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,2,Orthoptera,2,0,2,1,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,2,Spider,50,1,49,0.98,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,3,Amphipoda,12,11,1,0.083333333,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,3,Coleoptera,3,3,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,3,Diptera,6,6,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,3,Hemiptera,69,69,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,3,Hymenoptera,2,2,0,0,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,3,Orthoptera,6,4,2,0.333333333,,no
8/20/2014,2014,242,4,NH,Chapman,Exclosure,3,Spider,24,24,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Coleoptera,4,4,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Diptera,1,1,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Diptera,1,1,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Hemiptera,25,25,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Hemiptera,19,19,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Isopoda,1,1,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Snail,1,1,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Snail,1,0,1,1,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Spider,6,5,1,0.166666667,,no
5/21/2015,2015,151,1,NH,Chapman,Control,1,Spider,13,12,1,0.076923077,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Amphipoda,1,0,1,1,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Amphipoda,7,0,7,1,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Coleoptera,1,1,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Coleoptera,2,2,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Diptera,3,3,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Hemiptera,60,60,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Hemiptera,20,20,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Isopoda,1,1,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Snail,3,3,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Snail,14,9,5,0.357142857,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Spider,5,4,1,0.2,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Spider,13,11,2,0.153846154,,no
5/21/2015,2015,151,1,NH,Chapman,Control,2,Unknown,1,0,1,1,,no
5/21/2015,2015,151,1,NH,Chapman,Control,3,Hemiptera,37,37,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,3,Hemiptera,3,3,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,3,Hymenoptera,1,1,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,3,Isopoda,1,1,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,3,Snail,8,8,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,3,Spider,3,3,0,0,,no
5/21/2015,2015,151,1,NH,Chapman,Control,3,Spider,5,5,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,1,Amphipoda,25,25,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,1,Diptera,1,1,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,1,Hemiptera,108,108,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,1,Orthoptera,27,26,1,0.037037037,,no
6/24/2015,2015,185,2,NH,Chapman,Control,1,Snail,34,34,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,1,Spider,38,38,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,2,Amphipoda,37,37,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,2,Coleoptera,2,2,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,2,Diptera,4,4,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,2,Hemiptera,127,127,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,2,Orthoptera,48,48,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,2,Spider,43,42,1,0.023255814,,no
6/24/2015,2015,185,2,NH,Chapman,Control,3,Amphipoda,49,49,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,3,Hemiptera,132,132,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Control,3,Orthoptera,14,12,2,0.142857143,,no
6/24/2015,2015,185,2,NH,Chapman,Control,3,Spider,6,6,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,1,Amphipoda,34,33,1,0.029411765,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,1,Coleoptera,1,1,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,1,Diptera,1,1,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,1,Hemiptera,234,233,1,0.004273504,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,1,Orthoptera,7,6,1,0.142857143,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,1,Snail,2,1,1,0.5,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,1,Spider,81,77,4,0.049382716,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,2,Amphipoda,115,115,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,2,Diptera,2,2,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,2,Hemiptera,222,221,1,0.004504505,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,2,Hymenoptera,1,1,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,2,Orthoptera,50,48,2,0.04,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,2,Spider,72,72,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,3,Amphipoda,57,57,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,3,Diptera,4,4,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,3,Hemiptera,204,204,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,3,Hymenoptera,2,2,0,0,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,3,Orthoptera,12,11,1,0.083333333,,no
6/24/2015,2015,185,2,NH,Chapman,Exclosure,3,Spider,45,45,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,1,Amphipoda,17,12,5,0.294117647,,no
7/21/2015,2015,212,3,NH,Chapman,Control,1,Coleoptera Larvae,1,1,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,1,Diptera,5,4,1,0.2,,no
7/21/2015,2015,212,3,NH,Chapman,Control,1,Hemiptera,530,519,11,0.020754717,,no
7/21/2015,2015,212,3,NH,Chapman,Control,1,Hymenoptera,1,1,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,1,Isopoda,1,1,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,1,Spider,38,38,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,2,Amphipoda,24,23,1,0.041666667,,no
7/21/2015,2015,212,3,NH,Chapman,Control,2,Coleoptera,1,1,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,2,Diptera,1,1,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,2,Hemiptera,326,326,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,2,Orthoptera,20,20,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,2,Spider,27,27,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,3,Amphipoda,21,19,2,0.095238095,,no
7/21/2015,2015,212,3,NH,Chapman,Control,3,Coleoptera Larvae,4,4,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,3,Diptera,2,2,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,3,Hemiptera,904,904,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,3,Isopoda,2,2,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Control,3,Orthoptera,1,0,1,1,,no
7/21/2015,2015,212,3,NH,Chapman,Control,3,Spider,40,40,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,1,Amphipoda,38,36,2,0.052631579,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,1,Coleoptera,1,0,1,1,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,1,Diptera,2,2,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,1,Hemiptera,282,280,2,0.007092199,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,1,Hymenoptera,3,3,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,1,Isopoda,1,1,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,1,Orthoptera,44,42,2,0.045454545,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,1,Spider,49,48,1,0.020408163,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,2,Amphipoda,80,76,4,0.05,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,2,Coleoptera,1,0,1,1,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,2,Diptera,2,2,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,2,Hemiptera,221,215,6,0.027149321,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,2,Hymenoptera,1,1,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,2,Isopoda,2,2,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,2,Orthoptera,1,0,1,1,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,2,Spider,97,97,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,3,Amphipoda,18,18,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,3,Diptera,4,4,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,3,Hemiptera,372,371,1,0.002688172,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,3,Hymenoptera,2,2,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,3,Isopoda,3,3,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,3,Orthoptera,22,22,0,0,,no
7/21/2015,2015,212,3,NH,Chapman,Exclosure,3,Spider,26,25,1,0.038461538,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Amphipoda,10,7,3,0.3,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Collembola,1,1,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Diptera,1,1,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Hemiptera,134,133,1,0.007462687,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Hymenoptera,1,1,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Isopoda,4,4,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Orthoptera,1,0,1,1,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Spider,29,25,4,0.137931034,,no
8/27/2015,2015,249,4,NH,Chapman,Control,1,Ticks and Mites,2,2,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,2,Amphipoda,22,20,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,2,Collembola,3,3,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,2,Diptera,5,5,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,2,Hemiptera,111,108,3,0.027027027,,no
8/27/2015,2015,249,4,NH,Chapman,Control,2,Hymenoptera,3,3,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,2,Isopoda,15,15,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,2,Spider,32,26,6,0.1875,,no
8/27/2015,2015,249,4,NH,Chapman,Control,2,Ticks and Mites,15,15,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,3,Amphipoda,9,5,4,0.444444444,,no
8/27/2015,2015,249,4,NH,Chapman,Control,3,Diptera,2,2,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,3,Hemiptera,40,39,1,0.025,,no
8/27/2015,2015,249,4,NH,Chapman,Control,3,Hymenoptera,2,2,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,3,Isopoda,2,2,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Control,3,Snail,2,1,1,0.5,,no
8/27/2015,2015,249,4,NH,Chapman,Control,3,Spider,20,19,1,0.05,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Amphipoda,24,7,17,0.708333333,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Coleoptera,10,10,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Collembola,1,1,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Diptera,4,4,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Hemiptera,111,110,1,0.009009009,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Hymenoptera,3,2,1,0.333333333,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Isopoda,4,4,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Snail,2,0,2,1,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,1,Spider,47,39,8,0.170212766,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,2,Amphipoda,9,3,6,0.666666667,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,2,Diptera,2,2,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,2,Hemiptera,115,114,1,0.008695652,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,2,Hymenoptera,2,2,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,2,Isopoda,3,3,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,2,Snail,2,0,2,1,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,2,Spider,40,39,1,0.025,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,3,Amphipoda,18,5,13,0.722222222,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,3,Collembola,1,1,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,3,Diptera,9,9,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,3,Hemiptera,133,130,3,0.022556391,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,3,Hymenoptera,1,1,0,0,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,3,Spider,37,33,4,0.108108108,,no
8/27/2015,2015,249,4,NH,Chapman,Exclosure,3,Ticks and Mites,4,4,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Amphipoda,5,5,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Diptera,2,1,1,0.5,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Diptera,3,3,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Hemiptera,148,146,2,0.013513514,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Hemiptera,123,115,8,0.06504065,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Hymenoptera,1,1,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Hymenoptera,7,7,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Isopoda,3,3,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Orthoptera,1,1,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Pseudoscorpionida,1,1,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Snail,1,1,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Spider,5,5,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,Spider,8,7,1,0.125,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,1,unknown,3,0,3,1,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Amphipoda,2,2,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Coleoptera,1,0,1,1,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Coleoptera Larvae,1,1,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Diptera,7,7,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Diptera,5,5,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Hemiptera,157,157,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Hemiptera,190,184,6,0.031578947,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Isopoda,3,2,1,0.333333333,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Orthoptera,10,10,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Snail,2,0,2,1,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Spider,5,4,1,0.2,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Spider,7,6,1,0.142857143,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,2,Unknown,2,2,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Amphipoda,1,1,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Amphipoda,2,2,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Coleoptera,3,3,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,coleoptera,1,1,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Diptera,3,3,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Diptera,15,15,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Hemiptera,164,162,2,0.012195122,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Hemiptera,366,354,12,0.032786885,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Isopoda,5,0,5,1,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Orthoptera,1,1,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Snail,2,0,2,1,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Spider,2,2,0,0,,no
6/12/2014,2014,173,1,NJ,Forsythe,Control,3,Spider,7,6,1,0.142857143,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,1,Hemiptera,7,7,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,2,Amphipoda,3,2,1,0.333333333,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,2,Hemiptera,2,2,1,0.5,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,2,Snail,1,0,1,1,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,2,Spider,1,1,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,3,Amphipoda,3,2,1,0.333333333,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,3,coleoptera,1,0,1,1,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,3,Hemiptera,22,21,1,0.045454545,,no
7/1/2014,2014,192,2,NJ,Forsythe,Control,3,Spider,1,1,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,1,Amphipoda,1,1,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,1,Coleoptera,2,0,2,1,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,1,Diptera,1,0,1,1,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,1,Hemiptera,4,4,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,1,Isopoda,1,1,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,1,Spider,1,1,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,1,unknown,1,0,1,1,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,2,Amphipoda,3,3,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,2,Hemiptera,10,9,1,0.1,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,2,Spider,1,1,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,3,Diptera,2,2,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,3,Hemiptera,21,19,2,0.095238095,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,3,Isopoda,1,1,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,3,Pseudoscorpionida,1,1,0,0,,no
7/1/2014,2014,192,2,NJ,Forsythe,Exclosure,3,Spider,1,1,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,1,Amphipoda,4,2,2,0.5,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,1,Coleoptera,2,1,1,0.5,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,1,Diptera,3,3,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,1,Hemiptera,38,38,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,1,Hymenoptera,1,1,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,1,Isopoda,1,1,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,1,Spider,30,30,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,2,Amphipoda,9,8,1,0.111111111,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,2,Coleoptera,2,1,1,0.5,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,2,Diptera,6,6,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,2,Hemiptera,64,64,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,2,Hymenoptera,2,2,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,2,Isopoda,7,7,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,2,Orthoptera,3,0,3,1,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,2,Spider,26,26,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,3,Amphipoda,17,12,5,0.294117647,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,3,Diptera,4,4,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,3,Hemiptera,80,78,2,0.025,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,3,Hymenoptera,1,1,0,0,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,3,Isopoda,23,21,2,0.086956522,"Isopoda is listed as isoptera, need to check",no
8/5/2014,2014,227,3,NJ,Forsythe,Control,3,Orthoptera,2,0,2,1,,no
8/5/2014,2014,227,3,NJ,Forsythe,Control,3,Snail,6,0,6,1,,no
